Seriation_Number	Assemblage	1-6331264-1	2379263-1-1	0-2181231-0	2-6737040-1	1-3-158989	2-3364550-1	1220621-1-1	2-1-8784597	1-4277072-1	0-148775-0	9546967-3-1	3381112-3-1	1-2949625-1	2-8719868-1	1-3-2052508	2-1-7013447	2-3003050-1	1-6096770-1	1-7957082-1	2-8656979-1	9825313-1-1	4469605-3-1	2187416-1-1	2-1954217-1	403300-1-1	2-1-589927	399500-1-1	2290284-3-1	1-3-9002403	0-8707074-0	1-8718664-1	2-9219084-1	1-512637-1	8266292-2-0	2-4221645-1	2-4233183-1	596757-3-1	5171511-3-1	2-9263522-1	2-1-5221551	726740-3-1	0-2-9013824	8343660-1-1	2-1-8449303	7082261-3-1	1-5694258-1	2-1-478948	2-1-2228250	1-1777683-1	2-1-8319972	1-3-8039507	2-1-8082105	8847125-1-1	2-2679379-1	6557010-1-1	44312-1-1	1-730463-1	1-3-7509053	1-3-4200	3970630-1-1	192106-1-1	2-2193650-1	1-1663154-1	1659320-1-1	1-3-8735337	2-7102464-1	1030654-1-1	2-1823927-1	5645149-1-1	1-3-8560200	1-8402105-1	1119044-1-1	2-9353863-1	2-5173404-1	1-3-8474369	8736932-3-1	0-488500-0	2-1-7527145	1-8005466-1	2-1-5831983	2-1-3331337	3070-1-1	2270927-1-1	1-9057500-1	1-7578002-1	1289654-3-1	2-3249214-1	1-3864694-1	1551742-3-1	2-3179769-1	1-2650643-1	2-1-7063078	1-2-0	1-6908157-1	1739858-1-1	1-3-9863556	5208836-1-1	1-4659654-1	4811321-2-0	2216114-3-1	1-740442-1	2-1-7990999	5044155-3-1	2-5702894-1	1-5889504-1	4388072-1-1	1-7602442-1	1290004-3-1	0-1876766-0	5182215-1-1	5819868-1-1	6302634-1-1	1-7237422-1	2-1885964-1	2-6071925-1	808326-1-1	2-4045022-1	9463670-1-1	2-1-4650341	2-1-8925347	2614605-1-1	2-2162728-1	0-3327580-0	5355171-1-1	7607892-1-1	2-1-1967842	770800-1-1	2-4850918-1	2-1-6805551	9262739-1-1	2-1-2160545	4135525-3-1	7097775-3-1	2-65928-1	2-1207372-1	4967623-3-1	1-3-8451965	2-7313637-1	2-1-9698427	2-1-8989892	2-9058129-1	4845013-1-1	1-379622-1	0-2-7054139	0-1459011-0	6538145-1-1	2-1-6448732	1-3-9182783	2-8090184-1	2-9057853-1	2-468587-1	8978574-3-1	2-1-7133229	2-1-9898989	8748059-1-1	1-9672839-1	1089840-3-1	2-748940-478948	2-1998782-1	537050-1-1	1-3-1	2220687-1-1	1-3-4338914	992669-1-1	0-9029070-0	6970975-1-1	1-3-6955788	2-1-3530480	2-1-697914	2113103-1-1	0-5374699-0	1-9804799-1	2-1-910630	2-6266763-1	1-7436681-1	2-775007-1	7198054-2-0	2-1-4933856	2-1-9890068	7374565-2-0	1-3209151-1	1-5391150-1	2-1-5356016	2-9306712-1	2422153-1-1	2-1-7000028	2-1039961-1	846505-1-1	1-2829016-1	0-4251911-0	1-6629233-1	1-3-2011309	1-5796425-1	7538999-3-1	2-128331-1	2-1-4185569	3738758-3-1	1-9277281-1	2-1-1	5638890-1-1	1-2764916-1	7554765-2-0	4148969-1-1	2-1-4342609	9897977-2-0	1-3-9203066	1-3-8184624	2-398114-1	4883581-1-1	1844028-1-1	2057594-3-1	5667559-3-1	2-6746677-1	2-1-1883132	1-3-5372776	2-1-1080339	7764591-1-1	5857986-3-1	1970536-1-1	2-1-3861501	2-6343393-1	1-7419783-1	1-4484135-1	2-8092805-1	610490-1-1	1-2918474-1	2-1-4032396	0-2-4212743	2361451-2-0	2-1-7703513	2-3613180-1	1268584-1-1	3424413-1-1	1-2255146-1	1-3-832989	4671217-3-1	2-1-4130778	0-7767903-0	2-1-3874205	2-7624139-1	2-1-5194159	2-1-377901	1-6343713-1	1-3-2986718	2775188-2-0	7085698-3-1	9157483-3-1	9678623-1-1	0-5354351-0	1541299-2-0	842116-3-1	2-1-6189850	2-1-1963790	1583630-2-0	1-4365314-1	1-3-838565	2-4271927-1	5414824-1-1	1-7511670-1	1-3-5985522	1-4747945-1	6288371-1-1	4804131-1-1	1-3-7412805	2-1-4978820	6034024-1-1	1-932359-1	2-8419679-1	2-8181382-1	2-305385-1	574802-3-1	2-8431604-1	8598242-1-1	1-4217690-1	2-1-8943951	8205460-1-1	2-1124982-1	1-1171908-1	1635468-1-1	1-5373076-1	1-5469627-1	3105188-3-1	1-6130725-1	1-7571416-1	2-9232476-1	1-6028176-1	2-2001170-1	2-9202779-1	7026757-1-1	4280407-3-1	1-8807887-1	1-7160547-1	446564-3-1	0-7389166-0	1-7218401-1	2-5035029-1	2-9689119-1	2-1-8472830	1-3-2960959	1-3-2780974	2-7779425-1	0-3548338-0	2160642-1-478948	3396695-3-1	2-3337533-1	1-7937347-1	1-3-6878297	2-1-3147942	0-778867-0	1-3-1907355	5886979-1-1	2-5586114-1	1-2285172-1	5821449-1-1	2-1-7740610	2-1-3422099	2054835-1-1	0-1330350-0	1-1416335-1	6264893-2-0	0-2-8688535	1-2668740-1	8449280-1-1	2-4866216-1	6286854-2-0	2009907-1-1	2-5033295-1	1-3-9717416	730948-2-0	2-9891904-1	5749975-1-1	1838696-1-2864896	2-1-1285535	6520805-1-1	2-1-768890	1-7123227-1	2-5791691-1	9943225-1-1	1-3-6137198	1129090-1-1	2-1-8952656	2-7783420-1	2-1404585-1	8358141-1-1	2-5765297-1	8940635-3-1	1-3-5179558	1-3-4590828	1-3040724-1	2-3790137-1	6998694-1-1	1-3-6808313	5669616-1-1	1-3-3920938	2-1-1701070	2-710960-1	1-9381942-1	7607248-3-1	1-7466937-1	1541471-3-1	54086-1-1	1-5631304-1	6309545-2-0	2-1-2908974	0-2052310-0	9921109-1-1	8194137-1-1	615671-2-0	7051454-1-1	8300352-3-1	2-1-5384560	2-1-6116371	1-1996106-1	2-1-7596122	4097693-3-1	1-4684111-1	2940226-1-1	2-1-7088333	2-3423512-1	1-3-6428787	2-9391110-478948	2-1-7154924	2970137-3-1	3392044-3-1	2-1316481-1	2-1-8649488	2-1-845508	2-2953183-1	5702981-3-1	4629058-3-1	1-3-7440880	1-4413472-1	8355623-1-1	4359598-1-1	8170047-1-1	1-2569159-1	0-9880933-0	7993311-1-1	8825863-3-1	880337-3-1	1-3-9700388	1-4926602-1	1-4199385-1	5381025-1-1	2603161-3-1	2-1-2864896	5075733-1-1	5343003-3-1	2-1-385395	2-1-3528277	2-2563258-1	2-1-2225915	2946557-3-1	0-8435656-0	4067044-2-0	2-8711591-1	1-3-7932484	2536550-3-1	8450223-1-1	2689986-3-1	9665451-2-0	2-1948232-1	2-9699945-1	2-1-8735001	2-9385008-1	1-8123218-1	1-6801242-1	2-1582659-1	6775081-1-1	2-3748977-1	1-2432152-1	9596876-3-1	2-201001-1	5937783-1-1	1-9621574-1	1-3-6216681	0-2-3828056	3579795-1-1	2-1-9091829	2-1-2422714	2-7177754-1	2-6656193-1	1-8378101-1	0-2-1276211	3821304-2-0	1-3-7745737	1-3-5552594	1-5224410-1	2416600-1-7133229	2-5344285-1	7951639-1-1	1-3606668-1	1-3-947018	2-1895319-1	2-1-1374431	166089-3-1	1-3-5332651	2-1-2349676	9405358-1-1	8014479-3-1	2-1-2949345	150289-3-1	2-1-7220157	2-8567403-1	2-1-8848000	0-9113999-0	2-1-4583061	0-2-4940809	2-4943688-1	2744444-1-1	1-2367929-1	1-3-6585542	2-9022185-1	5243616-3-1	1-1959218-1	2-1901513-1	4551598-3-1	5151235-3-1	0-2-0	9532959-1-1	2-7460246-1	2-1-3578902	2952417-2-0	4649688-3-1	38863-1-1	0-2-726825	2-2022672-1	2-1-3357809	1761718-1-1	8433597-3-1
17	assemblage-306-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82716	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
17	assemblage-438-249	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81623	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	assemblage-198-381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39101	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56829	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29362	0	3639	0	0	0	0	0	0	0	0	0

18	assemblage-306-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82716	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
18	assemblage-438-249	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81623	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	assemblage-371-141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5476	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	137	0	0	0	0	0	0	0	33829	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14694	0	0	0	0	0	0	0	0	0	0	0

19	assemblage-122-155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41306	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55883	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28529	0	3129	0	0	0	0	0	0	0	0	0
19	assemblage-410-246	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83252	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	assemblage-52-434	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	604	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

20	assemblage-122-155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41306	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55883	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28529	0	3129	0	0	0	0	0	0	0	0	0
